Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off
623,Jeffrey Schlupp,gh GHA,"FW,MF",Crystal Palace,30,1992,29,1352,47,39.5,15.0,17,70,2,12,14,3,1.34,12,25,-13,-0.87,-1.39,14.6,21.8,-7.2,-0.48,-0.65
624,Alex Scott,eng ENG,MF,Bournemouth,19,2003,23,1014,44,29.6,11.3,11,66,2,12,24,2,1.22,17,25,-8,-0.71,-0.52,17.3,17.0,+0.3,+0.02,+0.11
625,Kristian Sekularac,ch SUI,MF,Fulham,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
626,Matz Sels,be BEL,GK,Nott'ham Forest,31,1992,16,1440,90,42.1,16.0,16,90,16,0,,0,1.00,22,27,-5,-0.31,+0.28,24.5,20.2,+4.3,+0.27,+0.61
627,Nélson Semedo,pt POR,"DF,MF",Wolves,29,1993,36,3084,86,90.2,34.3,36,86,27,0,,0,1.19,45,60,-15,-0.44,-0.44,42.0,61.2,-19.3,-0.56,-0.10
628,Antoine Semenyo,gh GHA,FW,Bournemouth,23,2000,33,2105,64,61.5,23.4,25,76,10,8,25,3,1.39,41,33,+8,+0.34,+1.78,38.4,33.0,+5.3,+0.23,+0.74
629,Marcos Senesi,ar ARG,DF,Bournemouth,26,1997,31,2242,72,65.6,24.9,26,83,17,5,16,1,1.13,37,44,-7,-0.28,+0.18,38.0,39.7,-1.7,-0.07,-0.03
630,Femi Seriki,eng ENG,DF,Sheffield Utd,21,2002,0,,,,,0,,0,0,,12,,,,,,,,,,,
631,Teddy Sharman,eng ENG,GK,Chelsea,20,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
632,Luke Shaw,eng ENG,DF,Manchester Utd,28,1995,12,959,80,28.0,10.7,12,80,7,0,,0,1.83,16,13,+3,+0.28,+0.43,19.8,19.3,+0.4,+0.04,+0.51
633,James Shea,eng ENG,GK,Luton Town,32,1991,1,15,15,0.4,0.2,0,,0,1,15,13,0.00,0,0,0,0.00,+0.87,0.3,0.4,-0.1,-0.60,+0.34
634,Bernardo Silva,pt POR,"MF,FW",Manchester City,28,1994,33,2578,78,75.4,28.6,29,87,22,4,14,2,2.39,71,26,+45,+1.57,-0.25,61.2,27.5,+33.7,+1.18,-0.03
635,Fábio Silva,pt POR,FW,Wolves,21,2002,8,264,33,7.7,2.9,3,67,0,5,13,9,0.88,2,8,-6,-2.05,-1.79,3.5,7.5,-4.0,-1.38,-0.89
636,Thiago Silva,br BRA,DF,Chelsea,38,1984,31,2527,82,73.9,28.1,28,89,25,3,15,5,1.65,58,45,+13,+0.46,+0.36,53.9,42.5,+11.4,+0.41,-0.10
637,Luis Sinisterra,co COL,"FW,MF",Bournemouth,24,1999,20,699,35,20.4,7.8,7,59,0,13,22,4,1.35,12,18,-6,-0.77,-0.54,13.7,11.4,+2.2,+0.29,+0.44
638,Oliver Skipp,eng ENG,"MF,DF",Tottenham,22,2000,21,707,34,20.7,7.9,5,73,1,16,21,10,1.90,15,17,-2,-0.25,-0.75,14.7,17.0,-2.3,-0.30,-0.53
639,Adam Smith,eng ENG,DF,Bournemouth,32,1991,28,2150,77,62.9,23.9,25,85,15,3,12,6,1.61,39,33,+6,+0.25,+1.60,37.6,31.6,+6.0,+0.25,+0.83
640,Emile Smith Rowe,eng ENG,MF,Arsenal,23,2000,13,353,27,10.3,3.9,3,76,0,10,13,18,2.23,12,3,+9,+2.29,+0.74,7.8,2.0,+5.8,+1.47,+0.22
641,Cédric Soares,pt POR,DF,Arsenal,31,1991,3,62,21,1.8,0.7,0,,0,3,21,15,3.00,1,0,+1,+1.45,-0.18,0.9,0.5,+0.4,+0.62,-0.66
642,Dominic Solanke,eng ENG,FW,Bournemouth,25,1997,38,3325,88,97.2,36.9,37,89,28,1,32,0,1.26,51,61,-10,-0.27,+2.57,52.6,55.1,-2.5,-0.07,-0.35
643,Manor Solomon,il ISR,FW,Tottenham,24,1999,5,199,40,5.8,2.2,2,73,0,3,18,2,2.60,6,2,+4,+1.81,+1.56,4.7,1.8,+2.9,+1.31,+1.26
644,Tomáš Souček,cz CZE,MF,West Ham,28,1995,37,2870,78,83.9,31.9,34,83,25,3,16,0,1.32,51,64,-13,-0.41,-0.24,45.4,62.0,-16.7,-0.52,-0.18
645,Vinicius Souza,br BRA,MF,Sheffield Utd,24,1999,36,2668,74,78.0,29.6,29,84,20,7,32,2,0.44,27,80,-53,-1.79,+0.13,27.9,60.6,-32.7,-1.10,-0.42
646,Jay Stansfield,eng ENG,"FW,MF",Fulham,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
647,Jason Steele,eng ENG,GK,Brighton,32,1990,17,1530,90,44.7,17.0,17,90,17,0,,21,1.12,24,34,-10,-0.59,-0.73,28.4,24.9,+3.5,+0.20,+0.30
648,Raheem Sterling,eng ENG,"FW,MF",Chelsea,28,1994,31,1978,64,57.8,22.0,22,82,9,9,20,3,1.48,41,38,+3,+0.14,-0.55,40.7,32.6,+8.2,+0.37,-0.15
649,John Stones,eng ENG,"DF,MF",Manchester City,29,1994,16,1064,67,31.1,11.8,12,83,9,4,17,11,2.38,25,9,+16,+1.35,-0.40,22.8,12.3,+10.4,+0.88,-0.44
650,Thomas Strakosha,al ALB,GK,Brentford,28,1995,2,135,68,3.9,1.5,1,90,1,1,45,32,1.50,3,2,+1,+0.67,+0.94,1.4,1.6,-0.2,-0.16,-0.23
651,Zak Sturge,eng ENG,DF,Chelsea,19,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
652,Ronnie Stutter,eng ENG,FW,Chelsea,18,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
653,Mahamadou Susoho,es ESP,DF,Manchester City,18,2005,0,,,,,0,,0,0,,6,,,,,,,,,,,
654,James Sweet,wls WAL,DF,Arsenal,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
655,Dominik Szoboszlai,hu HUN,MF,Liverpool,22,2000,33,2104,64,61.5,23.4,25,79,12,8,15,0,2.12,42,23,+19,+0.81,-0.97,50.5,25.5,+25.1,+1.07,-0.09
656,Devan Tanton,co COL,DF,Fulham,19,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
657,Matt Targett,eng ENG,DF,Newcastle Utd,27,1995,3,78,26,2.3,0.9,1,73,0,2,3,8,0.33,0,4,-4,-4.62,-5.34,1.1,1.6,-0.5,-0.55,-0.96
658,James Tarkowski,eng ENG,DF,Everton,30,1992,38,3419,90,100.0,38.0,38,90,37,0,,0,1.26,40,51,-11,-0.29,-0.29,54.0,54.8,-0.9,-0.02,+29.83
659,Jimi Tauriainen,eng ENG,FW,Chelsea,19,2004,1,1,1,0.0,0.0,0,,0,1,1,4,3.00,0,0,0,0.00,-0.37,0.0,0.0,0.0,-2.63,-3.06
660,Nuno Tavares,pt POR,DF,Nott'ham Forest,23,2000,8,457,57,13.4,5.1,5,80,4,3,20,5,1.13,8,9,-1,-0.20,+0.32,6.7,5.2,+1.5,+0.30,+0.44
661,Marcus Tavernier,eng ENG,FW,Bournemouth,24,1999,30,2118,71,61.9,23.5,25,78,7,5,33,0,1.33,37,38,-1,-0.04,+0.79,34.5,32.0,+2.5,+0.11,+0.43
662,Charlie Taylor,eng ENG,DF,Burnley,29,1993,28,2331,83,68.2,25.9,25,88,22,3,40,2,0.75,31,46,-15,-0.58,+1.24,26.7,44.4,-17.7,-0.68,+0.31
663,Kenny Tete,nl NED,DF,Fulham,27,1995,14,867,62,25.4,9.6,10,82,5,4,13,14,1.07,14,21,-7,-0.73,-0.76,9.5,21.9,-12.4,-1.28,-1.29
664,Luke Thomas,eng ENG,DF,Sheffield Utd,22,2001,12,917,76,26.8,10.2,11,81,7,1,23,4,0.42,5,29,-24,-2.36,-0.74,7.9,21.8,-13.9,-1.36,-0.48
665,Youri Tielemans,be BEL,"MF,FW",Aston Villa,26,1997,32,1622,51,47.4,18.0,17,77,6,15,21,0,1.91,40,27,+13,+0.72,+0.62,33.5,30.5,+3.0,+0.17,+0.15
666,Jurriën Timber,nl NED,DF,Arsenal,22,2001,2,71,36,2.1,0.8,1,49,0,1,22,0,3.00,3,0,+3,+3.80,+2.22,1.9,0.3,+1.6,+2.00,+0.74
667,Harry Toffolo,eng ENG,DF,Nott'ham Forest,27,1995,23,1459,63,42.7,16.2,15,88,12,8,18,9,0.91,18,29,-11,-0.68,-0.36,20.6,24.0,-3.3,-0.21,-0.21
668,Takehiro Tomiyasu,jp JPN,DF,Arsenal,24,1998,22,1149,52,33.6,12.8,10,85,7,12,25,1,2.41,30,10,+20,+1.57,-0.10,24.5,12.2,+12.3,+0.96,-0.47
669,James Tomkins,eng ENG,DF,Crystal Palace,34,1989,4,10,3,0.3,0.1,0,,0,4,3,24,2.25,0,2,-2,-18.00,-18.03,0.1,0.8,-0.7,-7.21,-7.14
670,Sandro Tonali,it ITA,MF,Newcastle Utd,23,2000,8,438,55,12.8,4.9,5,74,1,3,22,1,1.63,11,5,+6,+1.23,+0.72,10.1,6.3,+3.8,+0.78,+0.45
671,Ivan Toney,eng ENG,FW,Brentford,27,1996,17,1450,85,42.4,16.1,16,90,16,1,10,1,0.82,20,30,-10,-0.62,-0.67,19.9,28.1,-8.2,-0.51,-0.98
672,Pau Torres,es ESP,DF,Aston Villa,26,1997,29,2464,85,72.0,27.4,27,88,25,2,45,5,2.07,57,37,+20,+0.73,+1.20,46.4,39.9,+6.5,+0.24,+0.53
673,Andros Townsend,eng ENG,"MF,FW",Luton Town,32,1991,27,1210,45,35.4,13.4,14,67,1,13,21,3,0.78,16,27,-11,-0.82,+0.08,11.0,25.4,-14.4,-1.07,-0.21
674,James Trafford,eng ENG,GK,Burnley,20,2002,28,2520,90,73.7,28.0,28,90,28,0,,8,0.50,27,62,-35,-1.25,-1.05,25.6,49.4,-23.8,-0.85,-0.26
675,Adama Traoré,es ESP,"FW,MF",Fulham,27,1996,17,377,22,11.0,4.2,1,78,0,16,19,2,1.06,11,13,-2,-0.48,-0.36,6.8,11.9,-5.1,-1.21,-1.00
676,Bénie Traoré,ci CIV,"FW,MF",Sheffield Utd,20,2002,8,387,48,11.3,4.3,3,86,1,5,26,11,0.13,2,13,-11,-2.56,-0.84,3.1,11.5,-8.4,-1.96,-1.08
677,Bertrand Traoré,bf BFA,"DF,FW",Aston Villa,27,1995,2,11,6,0.3,0.1,0,,0,2,6,6,3.00,0,0,0,0.00,-0.40,0.0,0.7,-0.7,-5.80,-5.91
678,Boubacar Traoré,ml MLI,MF,Wolves,21,2001,24,819,34,23.9,9.1,7,78,5,17,16,9,1.00,9,23,-14,-1.54,-1.50,9.3,18.7,-9.5,-1.04,-0.64
679,Mark Travers,ie IRL,GK,Bournemouth,24,1999,4,360,90,10.5,4.0,4,90,4,0,,25,1.50,5,5,0,0.00,+0.38,5.0,5.9,-0.9,-0.23,-0.19
680,Mike Trésor,be BEL,"FW,MF",Burnley,24,1999,16,420,26,12.3,4.7,3,62,0,13,18,9,0.63,4,10,-6,-1.29,-0.36,3.6,10.0,-6.4,-1.37,-0.67
681,Ryan Trevitt,eng ENG,MF,Brentford,20,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
682,Kieran Trippier,eng ENG,DF,Newcastle Utd,32,1990,28,2236,80,65.4,24.8,26,86,21,2,6,0,1.46,49,43,+6,+0.24,-1.05,45.1,39.5,+5.6,+0.23,-0.46
683,Leandro Trossard,be BEL,"FW,MF",Arsenal,28,1994,34,1649,49,48.2,18.3,18,72,3,16,22,3,2.32,45,10,+35,+1.91,+0.54,37.3,13.6,+23.7,+1.30,+0.05
684,Auston Trusty,us USA,DF,Sheffield Utd,24,1998,32,2572,80,75.2,28.6,28,89,24,4,21,6,0.38,22,81,-59,-2.06,-1.00,27.3,53.9,-26.7,-0.93,+0.31
685,Kostas Tsimikas,gr GRE,DF,Liverpool,27,1996,13,679,52,19.9,7.5,8,79,6,5,9,17,2.15,16,7,+9,+1.19,+0.01,14.3,8.4,+5.8,+0.77,-0.41
686,Matt Turner,us USA,GK,Nott'ham Forest,29,1994,17,1530,90,44.7,17.0,17,90,17,0,,20,1.11,24,29,-5,-0.29,+0.32,20.5,25.5,-4.9,-0.29,-0.37
687,Destiny Udogie,it ITA,DF,Tottenham,20,2002,28,2391,85,69.9,26.6,28,85,21,0,,0,1.93,56,40,+16,+0.60,+0.86,48.3,42.4,+5.9,+0.22,+0.32
688,Lesley Ugochukwu,fr FRA,MF,Chelsea,19,2004,12,301,25,8.8,3.3,3,72,1,9,9,5,1.50,3,6,-3,-0.90,-1.39,6.8,7.5,-0.7,-0.21,-0.70
689,Hwang Ui-jo,kr KOR,"FW,MF",Nott'ham Forest,30,1992,0,,,,,0,,0,0,,2,,,,,,,,,,,
690,Franco Umeh-Chibueze,ie IRL,MF,Crystal Palace,18,2005,0,,,,,0,,0,0,,5,,,,,,,,,,,
691,Enes Ünal,tr TUR,"FW,MF",Bournemouth,26,1997,16,328,21,9.6,3.6,2,67,0,14,14,0,1.31,11,9,+2,+0.55,+0.99,7.7,4.4,+3.3,+0.90,+1.06
692,Virgil van Dijk,nl NED,DF,Liverpool,32,1991,36,3177,88,92.9,35.3,36,88,35,0,,0,2.11,78,40,+38,+1.08,-1.52,82.1,43.1,+39.1,+1.11,+0.01
693,Raphaël Varane,fr FRA,DF,Manchester Utd,30,1993,22,1375,63,40.2,15.3,16,81,12,6,12,4,1.91,25,23,+2,+0.13,+0.26,25.2,27.5,-2.3,-0.15,+0.30
694,Alejo Véliz,ar ARG,FW,Tottenham,19,2003,8,50,6,1.5,0.6,0,,0,8,6,5,1.88,3,2,+1,+1.80,+1.48,2.1,1.8,+0.2,+0.45,+0.33
695,Joël Veltman,nl NED,DF,Brighton,31,1992,27,1588,59,46.4,17.6,17,80,13,10,22,2,1.30,28,32,-4,-0.23,-0.08,23.6,25.6,-2.0,-0.11,-0.28
696,Micky van de Ven,nl NED,DF,Tottenham,22,2001,27,2339,87,68.4,26.0,27,87,23,0,,1,1.85,47,38,+9,+0.35,+0.01,43.7,38.3,+5.4,+0.21,+0.26
697,Bart Verbruggen,nl NED,GK,Brighton,20,2002,21,1890,90,55.3,21.0,21,90,21,0,,17,1.38,31,28,+3,+0.14,+0.73,28.4,30.5,-2.1,-0.10,-0.30
698,Guglielmo Vicario,it ITA,GK,Tottenham,26,1996,38,3420,90,100.0,38.0,38,90,38,0,,0,1.74,74,61,+13,+0.34,,68.2,63.4,+4.8,+0.13,
699,Fabio Vieira,pt POR,"MF,FW",Arsenal,23,2000,11,297,27,8.7,3.3,2,62,0,9,19,13,2.36,11,2,+9,+2.73,+1.20,8.2,1.8,+6.4,+1.94,+0.74
700,Lawrence Vigouroux,cl CHI,GK,Burnley,29,1993,0,,,,,0,,0,0,,5,,,,,,,,,,,
701,Carlos Vinícius,br BRA,FW,Fulham,28,1995,13,315,24,9.2,3.5,2,61,0,11,18,7,1.23,6,5,+1,+0.29,+0.49,6.5,4.3,+2.2,+0.63,+1.05
702,João Virgínia,pt POR,GK,Everton,23,1999,0,,,,,0,,0,0,,38,,,,,,,,,,,
703,Radek Vítek,,GK,Manchester Utd,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
704,Vitinho,br BRA,"DF,MF",Burnley,24,1999,32,2314,72,67.7,25.7,26,85,16,6,20,2,0.63,31,44,-13,-0.51,+1.45,29.3,46.0,-16.7,-0.65,+0.40
705,Odisseas Vlachodimos,gr GRE,GK,Nott'ham Forest,29,1994,5,450,90,13.2,5.0,5,90,5,0,,14,0.60,6,12,-6,-1.20,-0.84,4.9,7.5,-2.6,-0.53,-0.51
706,Kyle Walker,eng ENG,DF,Manchester City,33,1990,32,2767,86,80.9,30.7,30,89,27,2,52,3,2.34,78,29,+49,+1.59,-0.20,65.1,29.5,+35.6,+1.16,-0.12
707,Reuell Walters,eng ENG,DF,Arsenal,18,2004,0,,,,,0,,0,0,,8,,,,,,,,,,,
708,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,25,1997,22,1780,81,52.0,19.8,20,88,16,2,11,3,1.32,30,34,-4,-0.20,-0.37,25.3,37.9,-12.7,-0.64,-0.65
709,Joel Ward,eng ENG,DF,Crystal Palace,33,1989,26,1980,76,57.9,22.0,23,85,19,3,6,5,1.19,23,34,-11,-0.50,-1.12,26.0,29.9,-4.0,-0.18,-0.21
710,James Ward-Prowse,eng ENG,MF,West Ham,28,1994,37,3001,81,87.7,33.3,34,86,28,3,23,0,1.38,52,65,-13,-0.39,-0.18,45.0,62.7,-17.7,-0.53,-0.31
711,Lewis Warrington,eng ENG,FW,Everton,20,2002,1,1,1,0.0,0.0,0,,0,1,1,7,3.00,0,0,0,0.00,+0.29,0.3,0.0,+0.3,+28.00,+28.04
712,Deivid Washington,br BRA,"DF,FW",Chelsea,18,2005,2,13,7,0.4,0.1,0,,0,2,7,17,1.50,1,1,0,0.00,-0.37,0.9,1.7,-0.8,-5.42,-5.87
713,Ollie Watkins,eng ENG,FW,Aston Villa,27,1995,37,3217,87,94.1,35.7,37,87,27,0,,0,1.84,72,56,+16,+0.45,+0.89,60.6,54.9,+5.6,+0.16,+1.16
714,Adam Webster,eng ENG,DF,Brighton,28,1995,15,1144,76,33.5,12.7,13,85,11,2,18,12,1.13,16,22,-6,-0.47,-0.43,21.9,17.5,+4.5,+0.35,+0.47
715,Danny Welbeck,eng ENG,"FW,MF",Brighton,32,1990,29,1693,58,49.5,18.8,21,70,4,8,28,1,1.21,25,28,-3,-0.16,+0.05,30.8,27.6,+3.2,+0.17,+0.27
716,Maxwell Wellings,eng ENG,DF,Bournemouth,18,2005,0,,,,,0,,0,0,,7,,,,,,,,,,,
717,Timo Werner,de GER,FW,Tottenham,27,1996,13,809,62,23.7,9.0,10,76,2,3,16,0,1.62,18,16,+2,+0.22,-0.16,17.2,11.5,+5.8,+0.64,+0.67
718,Adam Wharton,eng ENG,MF,Crystal Palace,19,2004,16,1297,81,37.9,14.4,15,82,6,1,63,0,1.56,27,16,+11,+0.76,+1.27,19.9,17.6,+2.3,+0.16,+0.40
719,Ethan Wheatley,eng ENG,FW,Manchester Utd,17,2006,3,16,5,0.5,0.2,0,,0,3,5,2,1.00,0,0,0,0.00,+0.03,0.1,0.3,-0.2,-1.29,-0.97
720,Ben White,eng ENG,DF,Arsenal,25,1997,37,2988,81,87.4,33.2,35,85,27,2,7,0,2.32,81,26,+55,+1.66,+0.20,67.4,24.7,+42.7,+1.29,+0.13
721,Joe White,eng ENG,MF,Newcastle Utd,20,2002,4,13,3,0.4,0.1,0,,0,4,3,10,1.00,2,0,+2,+13.85,+13.29,1.0,0.2,+0.8,+5.51,+5.14
722,Alfie Whiteman,eng ENG,GK,Tottenham,24,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
723,Matthew Whittingham,eng ENG,MF,Wolves,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
724,Joseph Whitworth,eng ENG,GK,Crystal Palace,19,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
725,Neco Williams,wls WAL,DF,Nott'ham Forest,22,2001,26,1637,63,47.9,18.2,18,85,14,8,13,5,0.92,23,33,-10,-0.55,-0.15,25.6,22.9,+2.7,+0.15,+0.45
726,Willian,br BRA,FW,Fulham,34,1988,31,2053,66,60.0,22.8,24,77,9,7,29,2,1.29,34,28,+6,+0.26,+1.05,33.9,34.9,-1.0,-0.04,+0.69
727,Joe Willock,eng ENG,MF,Newcastle Utd,23,1999,9,419,47,12.3,4.7,5,67,0,4,22,0,1.56,6,9,-3,-0.64,-1.42,5.7,7.9,-2.2,-0.48,-0.98
728,Callum Wilson,eng ENG,FW,Newcastle Utd,31,1992,20,991,50,29.0,11.0,9,80,5,11,25,0,1.65,30,15,+15,+1.36,+1.07,24.2,12.3,+11.9,+1.08,+0.98
729,Harry Wilson,wls WAL,FW,Fulham,26,1997,35,1620,46,47.4,18.0,16,76,5,19,22,1,1.26,21,30,-9,-0.50,-0.65,20.6,32.1,-11.5,-0.64,-0.61
730,Yoane Wissa,cd COD,FW,Brentford,26,1996,34,2493,73,72.9,27.7,29,81,9,5,30,0,0.97,40,40,0,0.00,+0.87,42.6,37.8,+4.8,+0.17,+0.43
731,Chris Wood,nz NZL,FW,Nott'ham Forest,31,1991,31,1812,58,53.0,20.1,20,83,13,11,14,0,0.94,28,34,-6,-0.30,+0.37,29.5,26.5,+3.0,+0.15,+0.50
732,Cauley Woodrow,eng ENG,"FW,MF",Luton Town,28,1994,24,427,18,12.5,4.7,2,62,0,22,14,8,0.63,10,11,-1,-0.21,+0.75,7.8,11.5,-3.7,-0.78,+0.18
733,Joe Worrall,eng ENG,DF,Nott'ham Forest,26,1997,7,439,63,12.8,4.9,5,85,3,2,7,7,1.57,7,8,-1,-0.21,+0.31,5.1,7.2,-2.1,-0.44,-0.40
734,Jacob Wright,eng ENG,MF,Manchester City,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
735,James Wright,eng ENG,GK,Aston Villa,18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
736,Yehor Yarmoliuk,ua UKR,MF,Brentford,19,2004,27,688,25,20.1,7.6,6,61,0,21,15,11,1.19,13,9,+4,+0.52,+0.95,14.1,9.5,+4.6,+0.60,+0.68
737,Ryan Yates,eng ENG,MF,Nott'ham Forest,25,1997,35,1992,57,58.2,22.1,21,83,14,14,18,2,1.00,31,38,-7,-0.32,+0.38,27.9,32.0,-4.1,-0.18,-0.23
738,Ashley Young,eng ENG,"DF,MF",Everton,38,1985,31,2280,74,66.7,25.3,27,81,14,4,21,1,1.32,28,32,-4,-0.16,+0.39,36.5,33.1,+3.3,+0.13,+0.49
739,Kadan Young,eng ENG,MF,Aston Villa,17,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,
740,Illia Zabarnyi,ua UKR,DF,Bournemouth,20,2002,37,3330,90,97.4,37.0,37,90,37,0,,0,1.22,51,67,-16,-0.43,-3.43,54.0,57.2,-3.2,-0.09,-1.07
741,Nicolò Zaniolo,it ITA,"FW,MF",Aston Villa,24,1999,25,839,34,24.5,9.3,9,61,0,16,18,5,1.60,17,13,+4,+0.43,+0.05,13.1,14.7,-1.6,-0.18,-0.35
742,Anass Zaroury,ma MAR,"FW,MF",Burnley,22,2000,6,152,25,4.4,1.7,1,67,0,5,17,7,0.17,2,4,-2,-1.18,-0.22,1.8,2.8,-1.1,-0.64,+0.15
743,Oleksandr Zinchenko,ua UKR,DF,Arsenal,26,1996,27,1722,64,50.4,19.1,20,79,7,7,21,5,2.26,38,15,+23,+1.20,-0.87,38.5,12.1,+26.4,+1.38,+0.22
744,Kurt Zouma,fr FRA,DF,West Ham,28,1994,33,2838,86,83.0,31.5,32,88,29,1,31,1,1.39,53,63,-10,-0.32,+0.30,43.4,59.2,-15.7,-0.50,-0.03
745,Oliwier Zych,pl POL,GK,Aston Villa,19,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
746,Martin Ødegaard,no NOR,MF,Arsenal,24,1998,35,3091,88,90.4,34.3,35,88,22,0,,1,2.37,81,23,+58,+1.69,+0.59,68.6,24.9,+43.7,+1.27,+0.04
